name,description,address,postalcode,city,url,image,category,lat,lon,formatted,confidence,attribution_url
Boels Lommel,"verhuur van gereedschap, machines en bouwmateriaal",Balendijk 40,3920,Lommel,https://www.boels.com/nl-be/branches/limburg,,bouwen,51.22399765,5.3026352980954226,"Balendijk 40, 3920 Lommel, België",1,https://www.openstreetmap.org/copyright
Boels Maasmechelen,"verhuur van gereedschap, machines en bouwmateriaal",Rijksweg 525,3630,Maasmechelen,https://www.boels.com/nl-be/branches/limburg,,bouwen,51.041436,5.7329039,"Rijksweg 525, 3630 Maasmechelen, België",0.75,https://www.openstreetmap.org/copyright
Boels Lummen,"verhuur van gereedschap, machines en bouwmateriaal",Dellestraat 13,3560,Lummen,https://www.boels.com/nl-be/branches/limburg,,bouwen,50.99109,5.23915,"Dellestraat 13, 3560 Lummen, België",1,
DMX Rent,huren van professionele audiovisuele apparatuur,Lijnwaadmarkt 51,9700,Oudenaarde,https://www.dmxrent.be/,,feesten,50.85479,3.63352,"Lijnwaadmarkt 51, 9700 Rekkem, België",1,
Dobber Nieuwpoort,Suppen & kajakken zonder gedoe,Brugsesteenweg 49,8620,Nieuwpoort,https://www.dobber.life/,,sporten,51.130877,2.771113639793342,"Kompas Camping Nieuwpoort, Brugse Steenweg 49, 8620 Nieuwpoort, België",1,https://www.openstreetmap.org/copyright
Dobber Kortrijk,Suppen & kajakken zonder gedoe,Reepkaai 50,8500,Kortrijk,https://www.dobber.life/,,sporten,50.82970757066619,3.2618778506772412,"Reepkaai 50, 8500 Kortrijk, België",0.5,https://www.openstreetmap.org/copyright
Dobber St.-Martens-Latem,Suppen & kajakken zonder gedoe,Dorp 6b,9830,St.-Martens-Latem,https://www.dobber.life/,,sporten,51.0211148,3.6392978,"Dorp 6, 9830 Sint-Martens-Latem, België",0.7124999999999999,https://www.openstreetmap.org/copyright
Dobber Gent,Suppen & kajakken zonder gedoe,Vissersdijk,9000,Gent,https://www.dobber.life/,,sporten,51.04307646349637,3.6955547315256214,"Vissersdijk, 9000 Gent, België",1,https://www.openstreetmap.org/copyright
Dobber Gent,Suppen & kajakken zonder gedoe,Fransevaart 31,9050,Gent,https://www.dobber.life/,,sporten,51.0399084,3.74104230797316,"Fransevaart 31, 9050 Gent, België",1,https://www.openstreetmap.org/copyright
Dobber Gent,Suppen & kajakken zonder gedoe,Oude Beestenmarkt,9000,Gent,https://www.dobber.life/,,sporten,51.0542824,3.731466870821769,"Oude Beestenmarkt, 9000 Gent, België",1,https://www.openstreetmap.org/copyright
Dobber Boom,Suppen & kajakken zonder gedoe,Schommelei 1,2850,Boom,https://www.dobber.life/,,sporten,51.08815625,4.379051499999996,"Schommelei 1, 2850 Boom, België",1,https://www.openstreetmap.org/copyright
Dobber Mechelen,Suppen & kajakken zonder gedoe,Rode-Kruisplein,2800,Mechelen,https://www.dobber.life/,,sporten,51.0330476,4.472491507136551,"Rode Kruisplein, 2800 Mechelen, België",1,https://www.openstreetmap.org/copyright
Dobber Leuven,Suppen & kajakken zonder gedoe,Kolonel Begaultlaan 21,3012,Leuven,https://www.dobber.life/,,sporten,50.8925496,4.7061824,"Kolonel Begaultlaan 21, 3012 Leuven, België",0.75,https://www.openstreetmap.org/copyright
Dobber Turnhout,Suppen & kajakken zonder gedoe,Nieuwe Kaai 50,2300,Turnhout,https://www.dobber.life/,,sporten,51.3260118,4.929756,"Nieuwe Kaai 50, 2300 Turnhout, België",0.75,https://www.openstreetmap.org/copyright
Dobber Mol,Suppen & kajakken zonder gedoe,Sas VI 14,2400,Mol,https://www.dobber.life/,,sporten,51.21590985,5.058352772420219,"Sas VI 14, 2400 Mol, België",1,https://www.openstreetmap.org/copyright
Dobber Mol,Suppen & kajakken zonder gedoe,Zilvermeerlaan 9,2400,Mol,https://www.dobber.life/,,sporten,51.22060140000001,5.163170221346331,"Zilvermeerlaan 9, 2400 Mol, België",1,https://www.openstreetmap.org/copyright
Dobber Breukeleveen,Suppen & kajakken zonder gedoe,Nieuweweg 28,3625,Breukeleveen,https://www.dobber.life/,,sporten,51.15466,3.72347,"Nieuweweg 28, 9940 Evergem, België",0,
Geriefbieb,Klusmateriaal te huur,Patriottenstraat 62,2600,Berchem,https://www.buurtijd.be,,klussen,51.1950178,4.4235021169223145,"Patriottenstraat 62, 2600 Antwerpen, België",1,https://www.openstreetmap.org/copyright
